area,perimeter,diameter,circularity
13.733146266716407,15.440612078746433,4.985971698576321,0.7238538444911152
2.3152926959335898,5.797584661278863,1.9416286889333187,0.8656086090568726
1.7756070319348347,5.407912054427415,1.9866671130783242,0.7629524635173907
1.2421009747757603,4.3919615410756645,1.5877839583610167,0.8091885141668826
1.2421009747757603,4.376387603836287,1.5596136861566872,0.8149579640610476
3.858134536907129,7.73871412973728,2.6211502953269505,0.8095610851642592
3.895212177945212,7.829485687982364,2.6244772014771875,0.7984992529984944
0.002059868946560133,0.0,0.0,inf
10.116016396556814,15.580548286946973,5.674323435352581,0.523665442829678
1.0381739490663071,4.028875308095332,1.5492823688273158,0.8037339957518762
2.9641514141000314,7.0858498493658635,2.6740075395954177,0.7418675205851007
1.3265556015847257,4.376387603836286,1.4200010491568993,0.8703696995942203
1.1494068721805542,4.017862871463594,1.2782581869305476,0.8947329532046896
1.1226285758752725,4.061912617990544,1.3803954076015488,0.855036794499124
10.124255872343054,12.631255273756496,3.904297133050468,0.7974068320199188
0.5973619945024385,2.955190546393711,0.9727186997233601,0.8595605494050957
2.465663129032479,6.7804978647354,2.55603945945331,0.6739387651311772
4.148576058372108,8.281454043791323,2.9206854343502506,0.7601437488239137
0.5911823876627582,2.879992925388005,1.0121078765511815,0.8956709927649623
2.121665014956937,5.675665228555024,1.7979793774821886,0.8276622297058898
0.014419082625920931,0.291114079986676,0.20450543694338247,2.1380658287893026
2.7931822915355404,7.174731972194488,3.0753442671830142,0.6818640295192792
0.5541047466246758,2.736048619400691,0.8654798909037588,0.9301524053782627
1.0505331627456678,3.880369501500378,1.4207320528221021,0.8767453386638713
3.262832411351251,7.657065572707477,2.641540158053027,0.6993263609802884
0.002059868946560133,0.0,0.0,inf
0.8424863991430944,3.586029953501653,1.315612129061241,0.8232750175162538
1.7673675561485942,5.348288370661087,1.9642150846363942,0.7764385878543071
1.2647595331879218,4.210418424585498,1.4391880588542871,0.8965351279231074
0.9269410259520598,4.082048055837562,1.521366517670881,0.6990459790933367
0.5953021255558785,2.879992925388005,0.9102870134567553,0.9019126024706414
0.004119737893120266,0.0,0.0907715582450832,inf
0.012359213679360798,0.22692889561270801,0.19803350439200432,3.0159289474462008
2.449184177459998,6.705300243729695,2.557681420890113,0.6845337274553326
0.3687165414342638,2.1804068332984543,0.7590192157094469,0.9746022656225921
0.8836837780742971,3.4622210853613566,1.201518422655981,0.9263970272541716
0.6673975386854831,3.0991348523810243,1.1150873572469322,0.8731995768132884
0.589122518716198,2.789221367142922,0.8853193824468492,0.9515892355151672
0.8857436470208572,3.8129588491143607,1.4386134121788516,0.7655854545083205
0.5087876298003529,2.6342646245238703,0.9107557862680106,0.9213562966076393
0.42433300299138743,2.3619499497886207,0.8201617107194776,0.9558181953890045
0.2925013904115389,1.9612649063054353,0.6657835829118967,0.9555761110900103
0.3934349687929854,2.2225671444089476,0.7716184104742441,1.000859329334527
0.47582972665539075,2.559067003518165,0.9455732782372777,0.9130574832624351
0.4284527408845077,2.6420515931435595,0.9773702127513969,0.7713122008191324
0.3172198177702605,2.0520364645505182,0.6820013780007972,0.9466730800710612
0.3419382451289821,2.388536323659736,0.9979953406823923,0.7531714378600693
0.9640186669901423,4.380949104443927,1.8433505851217429,0.6311882301896182
0.294561259358099,1.972277342937173,0.6519110531065194,0.9515892355151672
0.2533638804268964,1.7687093531835312,0.5948619375641182,1.017751195180703
0.4778895956019509,2.6608509983949857,0.9982065081179822,0.8481962106947801
0.3687165414342638,2.3463760125492437,0.9281601520632521,0.8416029812432401
0.5005481540141123,2.645277061155608,0.8797023902902186,0.8989041723855958
3.6274292148923943,7.701115319234428,2.792231179530978,0.7686020828238425
0.5211468434797136,2.789221367142922,1.0483830656393722,0.8417904775711094
0.7765705928531702,3.4356347114902417,1.248916332994003,0.8267550204509959
0.479949464548511,2.52791912903941,0.8710835794299931,0.9437979354305895
0.30074086619777946,2.0786228384216336,0.6937024950616971,0.8746834734166261
2.5748361832001665,7.555281577830655,2.4987239717948095,0.5668369572465479
0.7621515102272493,3.4200607742508637,1.158200889320245,0.8188107419835412
0.24100466674753557,1.7797217898152689,0.6205893665335198,0.9561611214257788
0.23482505990785518,1.7265490420730387,0.5937915332165897,0.989911724621677
0.3481178519686625,2.094196775661011,0.6855237473079328,0.9974730851150051
0.4984882850675522,2.6342646245238703,0.9289103612407226,0.902705359429347
0.6303198976474007,3.008363294135941,0.9602676177455489,0.8752060654330703
0.558224484517796,2.9817769202648257,1.1735974266438258,0.7889844568896706
0.22246584622849438,1.6669253583067103,0.5972619822910032,1.006099430535232
